query	taxid	go	multi_taxids_confidence	go_id_confidence	adhesion	secretion	host_cell_death	antibiotic	invasion	evasion	cytotoxicity	degrade_ecm	disable_organ	size	organism	gene_name	uniprot	uniprot evalue
@SRR7638291.702529	1604	GO:0052910;GO:0032259;GO:0008649;GO:0031167;GO:0000179;GO:0052908;GO:0008168;GO:0046677;GO:0000154;GO:0016740;GO:0003723	1604:1,1284:1,1314:1,997874:1,1134799:1,820:1,457402:1,1502:1,1352:1,1613:1,1496:1,665953:1,936595:1,562:1,1354:1,1305:1,546340:1,47770:1,1351:1,516950:1,1598:1,1313:1,1379:1,226185:1,29391:1,1311:1,1307:1,77133:1,556260:1	GO:0052910[1.0];GO:0032259[1.0];GO:0008649[1.0];GO:0031167[1.0];GO:0000179[1.0];GO:0052908[1.0];GO:0008168[1.0];GO:0046677[1.0];GO:0000154[1.0];GO:0016740[1.0];GO:0003723[1.0]	0	0	0	1	0	0	0	0	0	76	Lactobacillus amylovorus	rRNA adenine N-6-methyltransferase	P10738	5.0e-06
@SRR7638291.703295	1604	GO:0052910;GO:0032259;GO:0008649;GO:0031167;GO:0000179;GO:0052908;GO:0008168;GO:0046677;GO:0000154;GO:0016740;GO:0003723	1604:1,1284:1,1314:1,997874:1,820:1,457402:1,1502:1,1352:1,1496:1,665953:1,562:1,1305:1,1354:1,546340:1,47770:1,1349:1,516950:1,1598:1,1313:1,226185:1,29391:1,1311:1,1079026:1,1307:1,77133:1,556260:1	GO:0052910[1.0];GO:0032259[1.0];GO:0008649[1.0];GO:0031167[1.0];GO:0000179[1.0];GO:0052908[1.0];GO:0008168[1.0];GO:0046677[1.0];GO:0000154[1.0];GO:0016740[1.0];GO:0003723[1.0]	0	0	0	1	0	0	0	0	0	76	Lactobacillus amylovorus	rRNA adenine N-6-methyltransferase	P21236	2.9e-06
@SRR7638291.705161	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1,49283:1,1397:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	58	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	4.3e-02
@SRR7638291.706829	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	75	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	6.5e-06
@SRR7638291.709593	562	GO:0030655;GO:0046677;GO:0016787;GO:0008800	562:1,1074432:1,1074435:1,211968:1,1074436:1,58095:1,624:1,28144:1,573:1,550:1,280338:1	GO:0030655[1.0];GO:0046677[1.0];GO:0016787[1.0];GO:0008800[1.0]	0	0	0	1	0	0	0	0	0	75	Escherichia coli	Beta-lactamase Toho-2	O69395	9.4e-05
@SRR7638291.711571	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:0.957	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	72	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	6.9e-05
@SRR7638291.711734	1151391	GO:0006629;GO:0046677;GO:0016740;GO:0050071	1151391:1,1157486:1,565658:1	GO:0006629[1.0];GO:0046677[1.0];GO:0016740[1.0];GO:0050071[1.0]	0	0	0	1	0	0	0	0	0	68	Clostridioides difficile Y384	Phosphatidylglycerol lysyltransferase	T4JJZ5	2.7e-03
@SRR7638291.715461	565661	GO:0008360;GO:0046677;GO:0009252;GO:0016787;GO:0050380;GO:0071555;GO:0016311	565661:1,546340:1,1157486:0.958	GO:0008360[1.0];GO:0046677[1.0];GO:0009252[1.0];GO:0016787[1.0];GO:0050380[1.0];GO:0071555[1.0];GO:0016311[1.0]	0	0	0	1	0	0	0	0	0	76	Enterococcus faecium 1,231,408	Undecaprenyl-diphosphate phosphatase	C9BSJ9	1.0e-06
@SRR7638291.721994	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	76	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	5.0e-06
@SRR7638291.724893	280336	GO:0030655;GO:0046677;GO:0016787;GO:0008800	280336:1,562:1,280337:1,1074432:1,1074435:1,211968:1,1074436:1,58095:1,624:1,28144:1,280338:1,573:1,550:1	GO:0030655[1.0];GO:0046677[1.0];GO:0016787[1.0];GO:0008800[1.0]	0	0	0	1	0	0	0	0	0	75	Kluyvera sp. N03-0462	Beta-lactamase Toho-2	O69395	1.1e-05
@SRR7638291.726103	1352	GO:0008233;GO:0008237;GO:0046677;GO:0016787;GO:0006508;GO:0008270;GO:0071555;GO:0046872;GO:0016805	1352:1	GO:0008233[1.0];GO:0008237[1.0];GO:0046677[1.0];GO:0016787[1.0];GO:0006508[1.0];GO:0008270[1.0];GO:0071555[1.0];GO:0046872[1.0];GO:0016805[1.0]	0	0	0	1	0	0	0	0	0	75	Enterococcus faecium	D-alanyl-D-alanine dipeptidase	Q06241	1.1e+00
@SRR7638291.726313	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1,226185:1,49283:1,1397:1,1212764:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	45	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q47748	6.5e-01
@SRR7638291.727119	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1,49283:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	47	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	3.2e+00
@SRR7638291.729753	31675	GO:0008233;GO:0008152;GO:0006226;GO:0003824;GO:0006310;GO:0046718;GO:0000287;GO:0003677;GO:0075713;GO:0004518;GO:0004190;GO:0003676;GO:0090305;GO:0004170;GO:0046081;GO:0003964;GO:0016787;GO:0090503;GO:0002134;GO:0004533;GO:0006508;GO:0016740;GO:0004519;GO:0015074;GO:0044826;GO:0004523;GO:0008270;GO:0016779;GO:0046872;GO:0090502;GO:0006278	31675:1,11672:1,11670:1,11665:1	GO:0008233[1.0];GO:0008152[1.0];GO:0006226[1.0];GO:0003824[1.0];GO:0006310[1.0];GO:0046718[1.0];GO:0000287[1.0];GO:0003677[1.0];GO:0075713[1.0];GO:0004518[1.0];GO:0004190[1.0];GO:0003676[1.0];GO:0090305[1.0];GO:0004170[1.0];GO:0046081[1.0];GO:0003964[1.0];GO:0016787[1.0];GO:0090503[1.0];GO:0002134[1.0];GO:0004533[1.0];GO:0006508[1.0];GO:0016740[1.0];GO:0004519[1.0];GO:0015074[1.0];GO:0044826[1.0];GO:0004523[1.0];GO:0008270[1.0];GO:0016779[1.0];GO:0046872[1.0];GO:0090502[1.0];GO:0006278[1.0]	0	0	0	0	1	0	0	0	0	76	Equine infectious anemia virus (clone CL22)	Pol polyprotein	P11204	9.4e-05
@SRR7638291.729971	31675	GO:0008233;GO:0008152;GO:0006226;GO:0003824;GO:0006310;GO:0046718;GO:0000287;GO:0003677;GO:0075713;GO:0004518;GO:0004190;GO:0003676;GO:0090305;GO:0004170;GO:0046081;GO:0003964;GO:0016787;GO:0090503;GO:0002134;GO:0004533;GO:0006508;GO:0016740;GO:0004519;GO:0015074;GO:0044826;GO:0004523;GO:0008270;GO:0016779;GO:0046872;GO:0090502;GO:0006278	31675:1,11672:1,11670:1,11665:1	GO:0008233[1.0];GO:0008152[1.0];GO:0006226[1.0];GO:0003824[1.0];GO:0006310[1.0];GO:0046718[1.0];GO:0000287[1.0];GO:0003677[1.0];GO:0075713[1.0];GO:0004518[1.0];GO:0004190[1.0];GO:0003676[1.0];GO:0090305[1.0];GO:0004170[1.0];GO:0046081[1.0];GO:0003964[1.0];GO:0016787[1.0];GO:0090503[1.0];GO:0002134[1.0];GO:0004533[1.0];GO:0006508[1.0];GO:0016740[1.0];GO:0004519[1.0];GO:0015074[1.0];GO:0044826[1.0];GO:0004523[1.0];GO:0008270[1.0];GO:0016779[1.0];GO:0046872[1.0];GO:0090502[1.0];GO:0006278[1.0]	0	0	0	0	1	0	0	0	0	76	Equine infectious anemia virus (clone CL22)	Pol polyprotein	P11204	6.5e-06
@SRR7638291.733558	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	76	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	1.0e-06
@SRR7638291.734069	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1,49283:0.952	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	67	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	1.3e-02
@SRR7638291.734443	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	76	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	3.2e-05
@SRR7638291.735000	1604	GO:0052910;GO:0032259;GO:0008649;GO:0031167;GO:0000179;GO:0052908;GO:0008168;GO:0046677;GO:0000154;GO:0016740;GO:0003723	1604:1,1284:1,1314:1,997874:1,820:1,457402:1,1502:1,1352:1,1496:1,665953:1,936595:1,562:1,1305:1,1354:1,546340:1,47770:1,1351:1,516950:1,1598:1,1313:1,1379:1,226185:1,936596:1,1311:1,1307:1,77133:1,556260:1,485:1	GO:0052910[1.0];GO:0032259[1.0];GO:0008649[1.0];GO:0031167[1.0];GO:0000179[1.0];GO:0052908[1.0];GO:0008168[1.0];GO:0046677[1.0];GO:0000154[1.0];GO:0016740[1.0];GO:0003723[1.0]	0	0	0	1	0	0	0	0	0	76	Lactobacillus amylovorus	rRNA adenine N-6-methyltransferase	P10738	1.6e-04
@SRR7638291.737052	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	76	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	1.5e-05
@SRR7638291.737094	1604	GO:0052910;GO:0032259;GO:0008649;GO:0031167;GO:0000179;GO:0052908;GO:0008168;GO:0046677;GO:0000154;GO:0016740;GO:0003723	1604:1,1284:1,1314:1,997874:1,820:1,457402:1,1502:1,1352:1,1496:1,665953:1,936595:1,562:1,1305:1,1354:1,546340:1,47770:1,1351:1,516950:1,1598:1,1313:1,1379:1,226185:1,936596:1,1311:1,1307:1,77133:1,556260:1,485:1	GO:0052910[1.0];GO:0032259[1.0];GO:0008649[1.0];GO:0031167[1.0];GO:0000179[1.0];GO:0052908[1.0];GO:0008168[1.0];GO:0046677[1.0];GO:0000154[1.0];GO:0016740[1.0];GO:0003723[1.0]	0	0	0	1	0	0	0	0	0	76	Lactobacillus amylovorus	rRNA adenine N-6-methyltransferase	P10738	1.6e-04
@SRR7638291.737236	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	74	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	1.4e-05
@SRR7638291.737877	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	76	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	1.5e-05
@SRR7638291.739773	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	63	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	2.5e-03
@SRR7638291.743083	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1,49283:1,1397:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	76	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	1.1e-05
@SRR7638291.743885	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1,49283:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	60	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	4.6e-02
@SRR7638291.745083	31675	GO:0008233;GO:0008152;GO:0006226;GO:0003824;GO:0006310;GO:0046718;GO:0000287;GO:0003677;GO:0075713;GO:0004518;GO:0004190;GO:0003676;GO:0090305;GO:0004170;GO:0046081;GO:0003964;GO:0016787;GO:0090503;GO:0002134;GO:0004533;GO:0006508;GO:0016740;GO:0004519;GO:0015074;GO:0044826;GO:0004523;GO:0008270;GO:0016779;GO:0046872;GO:0090502;GO:0006278	31675:1,11672:1,11670:1,11665:0.96	GO:0008233[1.0];GO:0008152[1.0];GO:0006226[1.0];GO:0003824[1.0];GO:0006310[1.0];GO:0046718[1.0];GO:0000287[1.0];GO:0003677[1.0];GO:0075713[1.0];GO:0004518[1.0];GO:0004190[1.0];GO:0003676[1.0];GO:0090305[1.0];GO:0004170[1.0];GO:0046081[1.0];GO:0003964[1.0];GO:0016787[1.0];GO:0090503[1.0];GO:0002134[1.0];GO:0004533[1.0];GO:0006508[1.0];GO:0016740[1.0];GO:0004519[1.0];GO:0015074[1.0];GO:0044826[1.0];GO:0004523[1.0];GO:0008270[1.0];GO:0016779[1.0];GO:0046872[1.0];GO:0090502[1.0];GO:0006278[1.0]	0	0	0	0	1	0	0	0	0	76	Equine infectious anemia virus (clone CL22)	Pol polyprotein	P11204	3.5e-07
@SRR7638291.745956	565663	GO:0004812;GO:0006629;GO:0046677;GO:0016740;GO:0050071	565663:1,565659:1,1138917:1,565658:1,1244155:1,1134802:1	GO:0004812[1.0];GO:0006629[1.0];GO:0046677[1.0];GO:0016740[1.0];GO:0050071[1.0]	0	0	0	1	0	0	0	0	0	58	Enterococcus faecium Com15	Phosphatidylglycerol lysyltransferase	J8ZHF7	4.3e-02
@SRR7638291.746009	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	70	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	4.3e-04
@SRR7638291.748250	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	54	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	1.6e-01
@SRR7638291.748339	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	59	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	2.5e-02
@SRR7638291.748636	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	76	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	7.2e-05
@SRR7638291.751119	31675	GO:0008233;GO:0008152;GO:0006226;GO:0003824;GO:0006310;GO:0046718;GO:0000287;GO:0003677;GO:0075713;GO:0004518;GO:0004190;GO:0003676;GO:0090305;GO:0004170;GO:0046081;GO:0003964;GO:0016787;GO:0090503;GO:0002134;GO:0004533;GO:0006508;GO:0016740;GO:0004519;GO:0015074;GO:0044826;GO:0004523;GO:0008270;GO:0016779;GO:0046872;GO:0090502;GO:0006278	31675:1,11672:1,11670:1,11665:0.96	GO:0008233[1.0];GO:0008152[1.0];GO:0006226[1.0];GO:0003824[1.0];GO:0006310[1.0];GO:0046718[1.0];GO:0000287[1.0];GO:0003677[1.0];GO:0075713[1.0];GO:0004518[1.0];GO:0004190[1.0];GO:0003676[1.0];GO:0090305[1.0];GO:0004170[1.0];GO:0046081[1.0];GO:0003964[1.0];GO:0016787[1.0];GO:0090503[1.0];GO:0002134[1.0];GO:0004533[1.0];GO:0006508[1.0];GO:0016740[1.0];GO:0004519[1.0];GO:0015074[1.0];GO:0044826[1.0];GO:0004523[1.0];GO:0008270[1.0];GO:0016779[1.0];GO:0046872[1.0];GO:0090502[1.0];GO:0006278[1.0]	0	0	0	0	1	0	0	0	0	76	Equine infectious anemia virus (clone CL22)	Pol polyprotein	P11204	3.5e-07
@SRR7638291.751144	565654	GO:0008360;GO:0016310;GO:0046677;GO:0009252;GO:0016787;GO:0016301;GO:0050380;GO:0071555;GO:0016311	565654:1,742813:1,1157486:1,1139996:1,529885:1,1316414:1,1260356:1,1260358:1,565661:1,1259824:1,1140002:0.958,1158614:0.958,649756:0.958,665956:0.958,945021:0.958,1158601:0.958	GO:0008360[1.0];GO:0016310[1.0];GO:0046677[1.0];GO:0009252[1.0];GO:0016787[1.0];GO:0016301[1.0];GO:0050380[1.0];GO:0071555[1.0];GO:0016311[1.0]	0	0	0	1	0	0	0	0	0	74	Enterococcus casseliflavus EC10	Undecaprenyl-diphosphatase	C9CQD5	1.4e-05
@SRR7638291.751870	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	75	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	2.1e-04
@SRR7638291.752150	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	76	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	1.1e-05
@SRR7638291.753660	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	73	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	2.0e-04
@SRR7638291.759403	31675	GO:0008233;GO:0008152;GO:0006226;GO:0003824;GO:0006310;GO:0046718;GO:0000287;GO:0003677;GO:0075713;GO:0004518;GO:0004190;GO:0003676;GO:0090305;GO:0004170;GO:0046081;GO:0003964;GO:0016787;GO:0090503;GO:0002134;GO:0004533;GO:0006508;GO:0016740;GO:0004519;GO:0015074;GO:0044826;GO:0004523;GO:0008270;GO:0016779;GO:0046872;GO:0090502;GO:0006278	31675:1,11672:1,11670:1,11665:1	GO:0008233[1.0];GO:0008152[1.0];GO:0006226[1.0];GO:0003824[1.0];GO:0006310[1.0];GO:0046718[1.0];GO:0000287[1.0];GO:0003677[1.0];GO:0075713[1.0];GO:0004518[1.0];GO:0004190[1.0];GO:0003676[1.0];GO:0090305[1.0];GO:0004170[1.0];GO:0046081[1.0];GO:0003964[1.0];GO:0016787[1.0];GO:0090503[1.0];GO:0002134[1.0];GO:0004533[1.0];GO:0006508[1.0];GO:0016740[1.0];GO:0004519[1.0];GO:0015074[1.0];GO:0044826[1.0];GO:0004523[1.0];GO:0008270[1.0];GO:0016779[1.0];GO:0046872[1.0];GO:0090502[1.0];GO:0006278[1.0]	0	0	0	0	1	0	0	0	0	76	Equine infectious anemia virus (clone CL22)	Pol polyprotein	P11204	1.1e-05
@SRR7638291.760415	1280998	GO:0008360;GO:0016310;GO:0046677;GO:0009252;GO:0016787;GO:0016301;GO:0050380;GO:0071555;GO:0016311	1280998:1,358708:1,83334:1,216592:1,981367:1,1182725:1,1281213:1,585057:1,331111:1,574521:1,41514:0.957,1197719:0.957,321314:0.957,913075:0.957,1395580:0.957,500639:0.957,1329856:0.957,476213:0.957,1235834:0.957,439851:0.957,888063:0.957,1166130:0.957,1329828:0.957,640513:0.957,454166:0.957,1389415:0.957,1004151:0.957,585054:0.957	GO:0008360[1.0];GO:0016310[1.0];GO:0046677[1.0];GO:0009252[1.0];GO:0016787[1.0];GO:0016301[1.0];GO:0050380[1.0];GO:0071555[1.0];GO:0016311[1.0]	0	0	0	1	0	0	0	0	0	70	Escherichia coli HVH 50 (4-2593475)	Undecaprenyl-diphosphatase	B7NJS0	9.0e-02
@SRR7638291.761803	31675	GO:0008233;GO:0008152;GO:0006226;GO:0003824;GO:0006310;GO:0046718;GO:0000287;GO:0003677;GO:0075713;GO:0004518;GO:0004190;GO:0003676;GO:0090305;GO:0004170;GO:0046081;GO:0003964;GO:0016787;GO:0090503;GO:0002134;GO:0004533;GO:0006508;GO:0016740;GO:0004519;GO:0015074;GO:0044826;GO:0004523;GO:0008270;GO:0016779;GO:0046872;GO:0090502;GO:0006278	31675:1,11672:1,11670:1,11665:1	GO:0008233[1.0];GO:0008152[1.0];GO:0006226[1.0];GO:0003824[1.0];GO:0006310[1.0];GO:0046718[1.0];GO:0000287[1.0];GO:0003677[1.0];GO:0075713[1.0];GO:0004518[1.0];GO:0004190[1.0];GO:0003676[1.0];GO:0090305[1.0];GO:0004170[1.0];GO:0046081[1.0];GO:0003964[1.0];GO:0016787[1.0];GO:0090503[1.0];GO:0002134[1.0];GO:0004533[1.0];GO:0006508[1.0];GO:0016740[1.0];GO:0004519[1.0];GO:0015074[1.0];GO:0044826[1.0];GO:0004523[1.0];GO:0008270[1.0];GO:0016779[1.0];GO:0046872[1.0];GO:0090502[1.0];GO:0006278[1.0]	0	0	0	0	1	0	0	0	0	45	Equine infectious anemia virus (clone CL22)	Pol polyprotein	P11204	5.5e+00
@SRR7638291.762744	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	76	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	3.2e-05
@SRR7638291.768906	1604	GO:0052910;GO:0032259;GO:0008649;GO:0031167;GO:0000179;GO:0052908;GO:0008168;GO:0046677;GO:0000154;GO:0016740;GO:0003723	1604:1,1284:1,1314:1,997874:1,820:1,457402:1,1502:1,1352:1,1496:1,665953:1,562:1,1305:1,1354:1,546340:1,47770:1,1349:1,516950:1,1598:1,1313:1,226185:1,29391:1,1311:1,1079026:1,1307:1,77133:1,556260:1	GO:0052910[1.0];GO:0032259[1.0];GO:0008649[1.0];GO:0031167[1.0];GO:0000179[1.0];GO:0052908[1.0];GO:0008168[1.0];GO:0046677[1.0];GO:0000154[1.0];GO:0016740[1.0];GO:0003723[1.0]	0	0	0	1	0	0	0	0	0	76	Lactobacillus amylovorus	rRNA adenine N-6-methyltransferase	P21236	2.9e-06
@SRR7638291.769705	1604	GO:0052910;GO:0032259;GO:0008649;GO:0031167;GO:0000179;GO:0052908;GO:0008168;GO:0046677;GO:0000154;GO:0016740;GO:0003723	1604:1,997874:1,820:1,457402:1,1502:1,1352:1,1496:1,665953:1,936595:1,562:1,546340:1,1351:1,47770:1,516950:1,1598:1,1313:1,226185:1,936596:1,1311:1,1307:1,485:1,556260:1	GO:0052910[1.0];GO:0032259[1.0];GO:0008649[1.0];GO:0031167[1.0];GO:0000179[1.0];GO:0052908[1.0];GO:0008168[1.0];GO:0046677[1.0];GO:0000154[1.0];GO:0016740[1.0];GO:0003723[1.0]	0	0	0	1	0	0	0	0	0	76	Lactobacillus amylovorus	rRNA adenine N-6-methyltransferase	P10738	9.4e-05
@SRR7638291.771202	280336	GO:0030655;GO:0046677;GO:0016787;GO:0008800	280336:1,682892:1,683079:1,1074432:1,1074435:1,683080:1,211968:1,1074436:1,58095:1,28144:1,280338:1,562:1,280337:1,682902:1,624:1,550:1,573:1,77133:1	GO:0030655[1.0];GO:0046677[1.0];GO:0016787[1.0];GO:0008800[1.0]	0	0	0	1	0	0	0	0	0	75	Kluyvera sp. N03-0462	Beta-lactamase	Q840M4	9.4e-05
@SRR7638291.771725	1352	GO:0055114;GO:0016491;GO:0046677;GO:0016616;GO:0071555;GO:0051287	1352:1	GO:0055114[1.0];GO:0016491[1.0];GO:0046677[1.0];GO:0016616[1.0];GO:0071555[1.0];GO:0051287[1.0]	0	0	0	1	0	0	0	0	0	71	Enterococcus faecium	D-specific alpha-keto acid dehydrogenase	Q05709	4.3e-04
@SRR7638291.773605	31675	GO:0008233;GO:0008152;GO:0006226;GO:0003824;GO:0006310;GO:0046718;GO:0000287;GO:0003677;GO:0075713;GO:0004518;GO:0004190;GO:0003676;GO:0090305;GO:0004170;GO:0046081;GO:0003964;GO:0016787;GO:0090503;GO:0002134;GO:0004533;GO:0006508;GO:0016740;GO:0004519;GO:0015074;GO:0044826;GO:0004523;GO:0008270;GO:0016779;GO:0046872;GO:0090502;GO:0006278	31675:1,11672:1,11670:1,11665:0.958	GO:0008233[1.0];GO:0008152[1.0];GO:0006226[1.0];GO:0003824[1.0];GO:0006310[1.0];GO:0046718[1.0];GO:0000287[1.0];GO:0003677[1.0];GO:0075713[1.0];GO:0004518[1.0];GO:0004190[1.0];GO:0003676[1.0];GO:0090305[1.0];GO:0004170[1.0];GO:0046081[1.0];GO:0003964[1.0];GO:0016787[1.0];GO:0090503[1.0];GO:0002134[1.0];GO:0004533[1.0];GO:0006508[1.0];GO:0016740[1.0];GO:0004519[1.0];GO:0015074[1.0];GO:0044826[1.0];GO:0004523[1.0];GO:0008270[1.0];GO:0016779[1.0];GO:0046872[1.0];GO:0090502[1.0];GO:0006278[1.0]	0	0	0	0	1	0	0	0	0	74	Equine infectious anemia virus (clone CL22)	Pol polyprotein	P11204	2.6e-04
