query	taxid	go	multi_taxids_confidence	go_id_confidence	adhesion	secretion	host_cell_death	antibiotic	invasion	evasion	cytotoxicity	degrade_ecm	disable_organ	size	organism	gene_name	uniprot	uniprot evalue
NODE_94_length_461_cov_2.175258_g89_i0	9606	GO:0043687;GO:0010951;GO:0007596;GO:0048208;GO:0044267;GO:0002576;GO:0005515;GO:0007599;GO:0010466;GO:0042802;GO:0030414;GO:0043312;GO:0002020;GO:0004867;GO:0006953;GO:0006888	9606:0.993,9595:0.98	GO:0043687[1.0];GO:0010951[1.0];GO:0007596[1.0];GO:0048208[1.0];GO:0044267[1.0];GO:0002576[1.0];GO:0005515[1.0];GO:0007599[1.0];GO:0010466[1.0];GO:0042802[1.0];GO:0030414[1.0];GO:0043312[1.0];GO:0002020[1.0];GO:0004867[1.0];GO:0006953[1.0];GO:0006888[1.0]	0	0	0	0	0	0	0	0	0	461	Homo sapiens	Alpha-1-antitrypsin	P01009	1.1e-82
NODE_95_length_461_cov_1.677835_g90_i0	9544	GO:0004602;GO:0019370;GO:0005515;GO:0004364;GO:0004464;GO:0006805;GO:0098869;GO:0016740;GO:0006629;GO:1901687;GO:0010243	9544:0.986,9606:0.993	GO:0004602[1.0];GO:0019370[1.0];GO:0005515[1.0];GO:0004364[1.0];GO:0004464[1.0];GO:0006805[1.0];GO:0098869[1.0];GO:0016740[1.0];GO:0006629[1.0];GO:1901687[1.0];GO:0010243[1.0]	0	0	0	0	0	0	0	0	0	461	Macaca mulatta	Uncharacterized protein	F7DD86	1.1e-76
NODE_96_length_459_cov_1.398964_g91_i0	7998	GO:0003735;GO:0002181;GO:0006412	7998:0.988	GO:0003735[1.0];GO:0002181[1.0];GO:0006412[1.0]	0	0	0	0	0	0	0	0	0	459	Ictalurus punctatus	40S ribosomal protein S23	Q90YQ1	8.5e-40
NODE_97_length_457_cov_1.252604_g92_i0	9606	GO:0034976;GO:0097352;GO:0005515;GO:0006914;GO:0031396;GO:0042802;GO:1901340;GO:0030433;GO:0034140;GO:0016236;GO:0071456;GO:0031593;GO:1902175;GO:0035973;GO:0019900;GO:0031398;GO:1903071;GO:0000045	9606:0.991	GO:0034976[1.0];GO:0097352[1.0];GO:0005515[1.0];GO:0006914[1.0];GO:0031396[1.0];GO:0042802[1.0];GO:1901340[1.0];GO:0030433[1.0];GO:0034140[1.0];GO:0016236[1.0];GO:0071456[1.0];GO:0031593[1.0];GO:1902175[1.0];GO:0035973[1.0];GO:0019900[1.0];GO:0031398[1.0];GO:1903071[1.0];GO:0000045[1.0]	0	0	0	0	0	0	0	0	0	457	Homo sapiens	Ubiquilin-1	Q9UMX0	2.0e-49
NODE_98_length_456_cov_3.174935_g93_i0	9606	GO:0019903;GO:2001189;GO:0045637;GO:0050860;GO:0005515;GO:1903078;GO:0048246;GO:0045087;GO:0019863;GO:0048245;GO:0030154;GO:0045806;GO:2000521;GO:1902041;GO:0008380;GO:0070232;GO:0050918;GO:0003723;GO:0090280;GO:0002376;GO:2001237;GO:0090073;GO:0042129;GO:0043312;GO:0002548;GO:1903614;GO:0042056;GO:0006397;GO:0004864;GO:0071674;GO:0030593;GO:0043236;GO:0030246;GO:0071677;GO:2001200;GO:0030855	9606:0.993,9595:0.993	GO:0019903[1.0];GO:2001189[1.0];GO:0045637[1.0];GO:0050860[1.0];GO:0005515[1.0];GO:1903078[1.0];GO:0048246[1.0];GO:0045087[1.0];GO:0019863[1.0];GO:0048245[1.0];GO:0030154[1.0];GO:0045806[1.0];GO:2000521[1.0];GO:1902041[1.0];GO:0008380[1.0];GO:0070232[1.0];GO:0050918[1.0];GO:0003723[1.0];GO:0090280[1.0];GO:0002376[1.0];GO:2001237[1.0];GO:0090073[1.0];GO:0042129[1.0];GO:0043312[1.0];GO:0002548[1.0];GO:1903614[1.0];GO:0042056[1.0];GO:0006397[1.0];GO:0004864[1.0];GO:0071674[1.0];GO:0030593[1.0];GO:0043236[1.0];GO:0030246[1.0];GO:0071677[1.0];GO:2001200[1.0];GO:0030855[1.0]	0	0	0	0	0	0	0	0	0	456	Homo sapiens	Galectin (Fragment)	Q59FR8	6.6e-77
NODE_99_length_455_cov_1.900524_g94_i0	9606	GO:0010744;GO:0030301;GO:0005515;GO:0005044;GO:0010886;GO:0006898;GO:0006911;GO:0097242;GO:0010629;GO:0034381;GO:0006897;GO:0042953;GO:0001540;GO:0030169	9606:1	GO:0010744[1.0];GO:0030301[1.0];GO:0005515[1.0];GO:0005044[1.0];GO:0010886[1.0];GO:0006898[1.0];GO:0006911[1.0];GO:0097242[1.0];GO:0010629[1.0];GO:0034381[1.0];GO:0006897[1.0];GO:0042953[1.0];GO:0001540[1.0];GO:0030169[1.0]	0	0	0	0	0	0	0	0	0	455	Homo sapiens	Macrophage scavenger receptor types I and II	P21757	6.8e-74
NODE_100_length_453_cov_2.318421_g95_i0	9606	GO:0010951;GO:0008344;GO:0004869;GO:0010466;GO:0030414;GO:0003723;GO:0045861;GO:0043312;GO:0004866;GO:0002020	9606:0.914	GO:0010951[1.0];GO:0008344[1.0];GO:0004869[1.0];GO:0010466[1.0];GO:0030414[1.0];GO:0003723[1.0];GO:0045861[1.0];GO:0043312[1.0];GO:0004866[1.0];GO:0002020[1.0]	0	0	0	0	0	0	0	0	0	453	Homo sapiens	Cystatin-B	P04080	1.2e-22
NODE_101_length_452_cov_2.923483_g96_i0	9606	GO:0042102;GO:0071346;GO:0032395;GO:0032729;GO:0060333;GO:0042605;GO:0002376;GO:0019882;GO:0050852;GO:0002504;GO:0050870;GO:0019886;GO:0006955	9606:1	GO:0042102[1.0];GO:0071346[1.0];GO:0032395[1.0];GO:0032729[1.0];GO:0060333[1.0];GO:0042605[1.0];GO:0002376[1.0];GO:0019882[1.0];GO:0050852[1.0];GO:0002504[1.0];GO:0050870[1.0];GO:0019886[1.0];GO:0006955[1.0]	0	0	0	0	0	0	0	0	0	452	Homo sapiens	HLA-DPA1 protein	Q95HB9	5.5e-84
NODE_102_length_437_cov_1.035714_g97_i0	9606	GO:0033344;GO:0034379;GO:0005515;GO:0016746;GO:0000062;GO:0010742;GO:0016740;GO:0006629;GO:0008374;GO:0042986;GO:0010878;GO:0008203;GO:0034435;GO:0015485;GO:0008202;GO:0042632;GO:0034383;GO:0004772;GO:0034736	9606:1,9598:1,9601:0.992	GO:0033344[1.0];GO:0034379[1.0];GO:0005515[1.0];GO:0016746[1.0];GO:0000062[1.0];GO:0010742[1.0];GO:0016740[1.0];GO:0006629[1.0];GO:0008374[1.0];GO:0042986[1.0];GO:0010878[1.0];GO:0008203[1.0];GO:0034435[1.0];GO:0015485[1.0];GO:0008202[1.0];GO:0042632[1.0];GO:0034383[1.0];GO:0004772[1.0];GO:0034736[1.0]	0	0	0	0	0	0	0	0	0	437	Homo sapiens	Sterol O-acyltransferase 1	P35610	4.4e-62
NODE_103_length_435_cov_3.110497_g98_i0	9606	GO:0016310;GO:0030316;GO:0002283;GO:0005102;GO:0005515;GO:0045087;GO:0007165;GO:0042802;GO:0016301;GO:0035556;GO:0043312;GO:0007229;GO:0002281;GO:0050776;GO:0006968;GO:2001204	9606:1	GO:0016310[1.0];GO:0030316[1.0];GO:0002283[1.0];GO:0005102[1.0];GO:0005515[1.0];GO:0045087[1.0];GO:0007165[1.0];GO:0042802[1.0];GO:0016301[1.0];GO:0035556[1.0];GO:0043312[1.0];GO:0007229[1.0];GO:0002281[1.0];GO:0050776[1.0];GO:0006968[1.0];GO:2001204[1.0]	0	0	0	0	0	0	0	0	0	435	Homo sapiens	TYRO protein tyrosine kinase-binding protein	O43914	2.3e-42
NODE_104_length_432_cov_1.607242_g99_i0	1028803	GO:0016787	1028803:0.92	GO:0016787[1.0]	0	0	0	0	0	0	0	0	0	432	Haemophilus haemolyticus M19501	Putative cell wall-associated hydrolase	F9GLT8	2.4e-60
NODE_105_length_430_cov_2.030812_g100_i0	9606	GO:0061844;GO:0005515;GO:0003735;GO:0000184;GO:0002181;GO:0031640;GO:0006614;GO:0006413;GO:0006412;GO:0003723;GO:0050829	9606:0.991,10181:0.982,9483:0.982,9685:0.982	GO:0061844[1.0];GO:0005515[1.0];GO:0003735[1.0];GO:0000184[1.0];GO:0002181[1.0];GO:0031640[1.0];GO:0006614[1.0];GO:0006413[1.0];GO:0006412[1.0];GO:0003723[1.0];GO:0050829[1.0]	0	0	0	0	0	0	0	0	0	430	Homo sapiens	60S ribosomal protein L30	P62888	3.6e-56
NODE_106_length_429_cov_1.553371_g101_i0	9595	GO:1905573;GO:0006687;GO:0071310;GO:0060742;GO:0002576;GO:0005515;GO:0019216;GO:0007193;GO:0043408;GO:0008289;GO:1905576;GO:0006665;GO:0001664;GO:1905575;GO:0008047;GO:0006629;GO:0006869;GO:1905577;GO:0043312;GO:0010506;GO:0060736;GO:0043085;GO:0007186;GO:1905574;GO:0042803;GO:0005543;GO:1903206;GO:0004565;GO:1905572;GO:0048589;GO:0043410	9595:0.993,9606:0.986,9598:0.993,9544:0.986	GO:1905573[1.0];GO:0006687[1.0];GO:0071310[1.0];GO:0060742[1.0];GO:0002576[1.0];GO:0005515[1.0];GO:0019216[1.0];GO:0007193[1.0];GO:0043408[1.0];GO:0008289[1.0];GO:1905576[1.0];GO:0006665[1.0];GO:0001664[1.0];GO:1905575[1.0];GO:0008047[1.0];GO:0006629[1.0];GO:0006869[1.0];GO:1905577[1.0];GO:0043312[1.0];GO:0010506[1.0];GO:0060736[1.0];GO:0043085[1.0];GO:0007186[1.0];GO:1905574[1.0];GO:0042803[1.0];GO:0005543[1.0];GO:1903206[1.0];GO:0004565[1.0];GO:1905572[1.0];GO:0048589[1.0];GO:0043410[1.0]	0	0	0	0	0	0	0	0	0	429	Gorilla gorilla gorilla	Prosaposin	P07602	9.0e-76
NODE_107_length_427_cov_1.440678_g102_i0	419109	GO:0046677;GO:0005515;GO:0016787;GO:0008800;GO:0046872;GO:0030655	419109:1,571:1,470:1,412755:1,134047:1,552:1,729:1,548:1,342578:1,1310164:1,1018:1,28144:1,155900:1,595:1,582:1,72407:1,316:1,1313:1,623:1,28901:1,584:1,663178:1,550:1,588:1,1269007:1,287:1,438:1,1353:1,342580:1,342579:1,663185:1,238:1,562:1,1420013:1,624:1,573:1,663177:1,32002:0.979,40215:0.979	GO:0046677[1.0];GO:0005515[1.0];GO:0016787[1.0];GO:0008800[1.0];GO:0046872[1.0];GO:0030655[1.0]	0	0	0	1	0	0	0	0	0	427	Vibrio parahaemolyticus AQ3810	Beta-lactamase TEM-12	Q48406	8.5e-18
NODE_108_length_427_cov_0.954802_g103_i0	981085	GO:0015977;GO:0000287;GO:0016984	981085:0.481	GO:0015977[1.0];GO:0000287[1.0];GO:0016984[1.0]	0	0	0	0	0	0	0	0	0	427	Morus notabilis	Ribulose bisphosphate carboxylase large chain	W9SL82	5.5e-01
NODE_109_length_425_cov_7.897727_g104_i0	225400	GO:0006355	225400:0.861	GO:0006355[1.0]	0	0	0	0	0	0	0	0	0	425	Myotis davidii	Protein EMSY	L5LVW9	1.1e-06
NODE_110_length_422_cov_1.406877_g105_i0	9606	GO:0008083;GO:0004860;GO:0010469;GO:0006468;GO:2000249;GO:0008047;GO:0071933;GO:0043312;GO:0043085;GO:0034316;GO:0071846;GO:0003779;GO:0006469	9606:1,9544:1	GO:0008083[1.0];GO:0004860[1.0];GO:0010469[1.0];GO:0006468[1.0];GO:2000249[1.0];GO:0008047[1.0];GO:0071933[1.0];GO:0043312[1.0];GO:0043085[1.0];GO:0034316[1.0];GO:0071846[1.0];GO:0003779[1.0];GO:0006469[1.0]	0	0	0	0	0	0	0	0	0	422	Homo sapiens	Glia maturation factor gamma	O60234	1.2e-61
NODE_111_length_418_cov_1.350725_g106_i0	9606	GO:0010760;GO:0032760;GO:0033981;GO:0050729;GO:0005126;GO:0042438;GO:0016829;GO:0050178;GO:0004167;GO:0070374	9606:1	GO:0010760[1.0];GO:0032760[1.0];GO:0033981[1.0];GO:0050729[1.0];GO:0005126[1.0];GO:0042438[1.0];GO:0016829[1.0];GO:0050178[1.0];GO:0004167[1.0];GO:0070374[1.0]	0	0	0	0	0	0	0	0	0	418	Homo sapiens	D-dopachrome decarboxylase	P30046	4.7e-37
NODE_112_length_417_cov_5.191860_g107_i0	225400	GO:0003735;GO:0006414	225400:0.975	GO:0003735[1.0];GO:0006414[1.0]	0	0	0	0	0	0	0	0	0	417	Myotis davidii	60S acidic ribosomal protein P2	L5M193	1.4e-28
NODE_114_length_414_cov_2.689150_g109_i0	9258	GO:0005515;GO:0016787;GO:0003735;GO:0000184;GO:0000049;GO:0006614;GO:0006413;GO:0006412;GO:0003723;GO:0000028	9258:0.976,13616:0.952	GO:0005515[1.0];GO:0016787[1.0];GO:0003735[1.0];GO:0000184[1.0];GO:0000049[1.0];GO:0006614[1.0];GO:0006413[1.0];GO:0006412[1.0];GO:0003723[1.0];GO:0000028[1.0]	0	0	0	0	0	0	0	0	0	414	Ornithorhynchus anatinus	Uncharacterized protein	F7EGG7	4.5e-64
NODE_115_length_413_cov_1.035294_g110_i0	9606	GO:0016597;GO:0005515;GO:0016787;GO:0043105;GO:0004857;GO:0065003;GO:0042133;GO:0044549;GO:0030742;GO:0051186;GO:0051291;GO:0009890;GO:0019899;GO:0006809	9606:1,61853:0.988	GO:0016597[1.0];GO:0005515[1.0];GO:0016787[1.0];GO:0043105[1.0];GO:0004857[1.0];GO:0065003[1.0];GO:0042133[1.0];GO:0044549[1.0];GO:0030742[1.0];GO:0051186[1.0];GO:0051291[1.0];GO:0009890[1.0];GO:0019899[1.0];GO:0006809[1.0]	0	0	0	0	0	0	0	0	0	413	Homo sapiens	GTP cyclohydrolase 1 feedback regulatory protein	P30047	1.9e-43
NODE_116_length_412_cov_1.802360_g111_i0	1268978	GO:0045892;GO:0042802;GO:0001141;GO:0003677;GO:0000986;GO:0006355;GO:0006351	1268978:1,1182671:1,83333:0.992,869670:1,1116136:1,752785:1,656417:0.992,1181728:0.992,562:0.992,1281269:0.992	GO:0045892[1.0];GO:0042802[1.0];GO:0001141[1.0];GO:0003677[1.0];GO:0000986[1.0];GO:0006355[1.0];GO:0006351[1.0]	0	0	0	0	0	0	0	0	0	412	Escherichia coli 113303	Lactose operon repressor	P03023	9.3e-62
NODE_117_length_408_cov_194.214925_g112_i0	8364	GO:0004672;GO:0006468;GO:0005524;GO:0000166;GO:0004674	8364:0.971	GO:0004672[1.0];GO:0006468[1.0];GO:0005524[1.0];GO:0000166[1.0];GO:0004674[1.0]	0	0	0	0	0	0	0	0	0	408	Xenopus tropicalis	CHK1 checkpoint homolog (S. pombe)	Q28EK6	8.2e-10
NODE_118_length_407_cov_3.179641_g113_i0	9598	GO:0003735;GO:0002181;GO:0006412;GO:0019843	9598:0.918	GO:0003735[1.0];GO:0002181[1.0];GO:0006412[1.0];GO:0019843[1.0]	0	0	0	0	0	0	0	0	0	407	Pan troglodytes	Uncharacterized protein	H2RIL3	9.2e-22
NODE_119_length_403_cov_1.527273_g114_i0	9606	GO:0008375;GO:0006687;GO:0044267;GO:0009313;GO:0008654;GO:0005515;GO:0016787;GO:0042340;GO:0007341;GO:0030207;GO:0006689;GO:0030203;GO:0008152;GO:0008360;GO:0043615;GO:0102148;GO:0004563;GO:0008049;GO:0045944;GO:0050885;GO:0048477;GO:0030214;GO:0046982;GO:0019953;GO:0004553;GO:0043312;GO:0031323;GO:0007338;GO:0005975;GO:0006874;GO:0007040;GO:0042552;GO:0042803;GO:0016798;GO:0019915;GO:0007626;GO:0007605;GO:0050905;GO:0001501	9606:1,9595:0.989	GO:0008375[1.0];GO:0006687[1.0];GO:0044267[1.0];GO:0009313[1.0];GO:0008654[1.0];GO:0005515[1.0];GO:0016787[1.0];GO:0042340[1.0];GO:0007341[1.0];GO:0030207[1.0];GO:0006689[1.0];GO:0030203[1.0];GO:0008152[1.0];GO:0008360[1.0];GO:0043615[1.0];GO:0102148[1.0];GO:0004563[1.0];GO:0008049[1.0];GO:0045944[1.0];GO:0050885[1.0];GO:0048477[1.0];GO:0030214[1.0];GO:0046982[1.0];GO:0019953[1.0];GO:0004553[1.0];GO:0043312[1.0];GO:0031323[1.0];GO:0007338[1.0];GO:0005975[1.0];GO:0006874[1.0];GO:0007040[1.0];GO:0042552[1.0];GO:0042803[1.0];GO:0016798[1.0];GO:0019915[1.0];GO:0007626[1.0];GO:0007605[1.0];GO:0050905[1.0];GO:0001501[1.0]	0	0	0	0	0	0	0	0	0	403	Homo sapiens	Beta-hexosaminidase subunit beta	P07686	2.2e-47
NODE_120_length_402_cov_2.428571_g115_i0	8665	GO:0046872	8665:0.404	GO:0046872[1.0]	0	0	0	0	0	0	0	0	0	402	Ophiophagus hannah	PDZ and LIM domain protein 7 (Fragment)	V8PEP3	1.8e-01
NODE_121_length_402_cov_1.583587_g116_i0	9595	GO:0060337;GO:0016793;GO:0006260;GO:0046061;GO:0003697;GO:0016787;GO:0005515;GO:0045087;GO:0006203;GO:0008152;GO:0051289;GO:0042802;GO:0003824;GO:0045088;GO:0005525;GO:0000724;GO:0110025;GO:0004540;GO:0003723;GO:0016446;GO:0009264;GO:0032567;GO:0008832;GO:0002376;GO:0000166;GO:0008270;GO:0006974;GO:0006281;GO:0090501;GO:0051607;GO:0003676;GO:0046872;GO:0006955;GO:0060339	9595:0.977,9606:0.977,9598:0.977	GO:0060337[1.0];GO:0016793[1.0];GO:0006260[1.0];GO:0046061[1.0];GO:0003697[1.0];GO:0016787[1.0];GO:0005515[1.0];GO:0045087[1.0];GO:0006203[1.0];GO:0008152[1.0];GO:0051289[1.0];GO:0042802[1.0];GO:0003824[1.0];GO:0045088[1.0];GO:0005525[1.0];GO:0000724[1.0];GO:0110025[1.0];GO:0004540[1.0];GO:0003723[1.0];GO:0016446[1.0];GO:0009264[1.0];GO:0032567[1.0];GO:0008832[1.0];GO:0002376[1.0];GO:0000166[1.0];GO:0008270[1.0];GO:0006974[1.0];GO:0006281[1.0];GO:0090501[1.0];GO:0051607[1.0];GO:0003676[1.0];GO:0046872[1.0];GO:0006955[1.0];GO:0060339[1.0]	0	0	0	0	0	0	0	0	0	402	Gorilla gorilla gorilla	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	Q9Y3Z3	7.9e-66
NODE_123_length_400_cov_1.174312_g118_i0	9595	GO:0005515;GO:0042493;GO:0016740;GO:0003677;GO:0003950;GO:0006974;GO:0006471;GO:0006281;GO:0008219;GO:0051972;GO:0006954;GO:0006464;GO:0016757;GO:0019899	9595:0.962,9606:0.97,9601:0.955	GO:0005515[1.0];GO:0042493[1.0];GO:0016740[1.0];GO:0003677[1.0];GO:0003950[1.0];GO:0006974[1.0];GO:0006471[1.0];GO:0006281[1.0];GO:0008219[1.0];GO:0051972[1.0];GO:0006954[1.0];GO:0006464[1.0];GO:0016757[1.0];GO:0019899[1.0]	0	0	0	0	0	0	0	0	0	400	Gorilla gorilla gorilla	Poly [ADP-ribose] polymerase 4	Q9UKK3	7.1e-67
NODE_124_length_399_cov_2.153374_g119_i0	9541	GO:0003735;GO:0006412	9541:0.982	GO:0003735[1.0];GO:0006412[1.0]	0	0	0	0	0	0	0	0	0	399	Macaca fascicularis	Uncharacterized protein (Fragment)	G7PAR7	9.7e-24
NODE_125_length_399_cov_1.398773_g120_i0	4113	GO:0003735;GO:0006412	4113:0.667	GO:0003735[1.0];GO:0006412[1.0]	0	0	0	0	0	0	0	0	0	399	Solanum tuberosum	Uncharacterized protein	M1DBW2	2.7e-10
NODE_126_length_398_cov_3.676923_g121_i0	37623	GO:0003735;GO:0006412;GO:0003723;GO:0019843;GO:0046872	37623:0.939	GO:0003735[1.0];GO:0006412[1.0];GO:0003723[1.0];GO:0019843[1.0];GO:0046872[1.0]	0	0	0	0	0	0	0	0	0	398	Ostrea edulis	Ribosomal protein L37	H6BD51	1.6e-26
NODE_127_length_396_cov_2.269350_g122_i0	9606	GO:0010951;GO:0030193;GO:0045916;GO:0004867	9606:1	GO:0010951[1.0];GO:0030193[1.0];GO:0045916[1.0];GO:0004867[1.0]	0	0	0	0	0	0	0	0	0	396	Homo sapiens	Plasma protease C1 inhibitor	E9PGN7	1.4e-46
NODE_128_length_395_cov_10.751553_g123_i0	741158	GO:0006123;GO:0005515;GO:0020037;GO:0004129;GO:0006979;GO:1902600;GO:0015990;GO:0055114;GO:0006119;GO:0051602;GO:0016491;GO:0021549;GO:0046688;GO:0009060;GO:0007568;GO:0046872;GO:0022900	741158:0.957,9606:0.957,1425170:0.957,756884:0.957,9589:0.957,61853:0.957,37010:0.957,61852:0.957,9600:0.957,9601:0.957,9580:0.957,9579:0.957,29089:0.957,9597:0.957,37012:0.957,9598:0.957	GO:0006123[1.0];GO:0005515[1.0];GO:0020037[1.0];GO:0004129[1.0];GO:0006979[1.0];GO:1902600[1.0];GO:0015990[1.0];GO:0055114[1.0];GO:0006119[1.0];GO:0051602[1.0];GO:0016491[1.0];GO:0021549[1.0];GO:0046688[1.0];GO:0009060[1.0];GO:0007568[1.0];GO:0046872[1.0];GO:0022900[1.0]	0	0	0	0	0	0	0	0	0	395	Homo sapiens subsp. 'Denisova'	Cytochrome c oxidase subunit 1	Q7GEN7	1.9e-03
NODE_129_length_395_cov_1.403727_g124_i0	9595	GO:0051015;GO:0005515;GO:0051693;GO:0065003;GO:0045296;GO:0022617;GO:0071803;GO:0044877;GO:0051016;GO:0003779;GO:0019904	9595:0.99,61853:0.99,9598:0.99,9606:0.981,9785:0.981	GO:0051015[1.0];GO:0005515[1.0];GO:0051693[1.0];GO:0065003[1.0];GO:0045296[1.0];GO:0022617[1.0];GO:0071803[1.0];GO:0044877[1.0];GO:0051016[1.0];GO:0003779[1.0];GO:0019904[1.0]	0	0	0	0	0	0	0	0	0	395	Gorilla gorilla gorilla	Capping protein (Actin filament), gelsolin-like	K7BUC0	5.7e-53
NODE_130_length_394_cov_1.024922_g125_i0	456482	GO:0009231;GO:0016829;GO:0016853;GO:0008686;GO:0046872	456482:0.769	GO:0009231[1.0];GO:0016829[1.0];GO:0016853[1.0];GO:0008686[1.0];GO:0046872[1.0]	0	0	0	0	0	0	0	0	0	394	Haemophilus influenzae HK1212	3,4-dihydroxy-2-butanone 4-phosphate synthase (Fragment)	D1NFR0	9.0e-14
NODE_131_length_394_cov_0.962617_g126_i0	10090	GO:0034975;GO:0045494;GO:0008150;GO:0060041;GO:0003674	10090:1,9913:1,9606:1,13616:0.992,9823:0.992,9258:0.992	GO:0034975[1.0];GO:0045494[1.0];GO:0008150[1.0];GO:0060041[1.0];GO:0003674[1.0]	0	0	0	0	0	0	0	0	0	394	Mus musculus	ER membrane protein complex subunit 3	Q3ZCB8	1.7e-65
NODE_132_length_393_cov_1.034375_g127_i0	9606	GO:0060304;GO:0006661;GO:0052629;GO:0016791;GO:0048666;GO:0052866;GO:0016787;GO:0005515;GO:0045806;GO:0051262;GO:0032288;GO:0090394;GO:0046855;GO:0046488;GO:0008138;GO:0006629;GO:2000643;GO:2000645;GO:0035335;GO:0004438;GO:0097062;GO:0006470;GO:0016311;GO:0031642;GO:0004725;GO:0042803;GO:0046856;GO:0002091	9606:1	GO:0060304[1.0];GO:0006661[1.0];GO:0052629[1.0];GO:0016791[1.0];GO:0048666[1.0];GO:0052866[1.0];GO:0016787[1.0];GO:0005515[1.0];GO:0045806[1.0];GO:0051262[1.0];GO:0032288[1.0];GO:0090394[1.0];GO:0046855[1.0];GO:0046488[1.0];GO:0008138[1.0];GO:0006629[1.0];GO:2000643[1.0];GO:2000645[1.0];GO:0035335[1.0];GO:0004438[1.0];GO:0097062[1.0];GO:0006470[1.0];GO:0016311[1.0];GO:0031642[1.0];GO:0004725[1.0];GO:0042803[1.0];GO:0046856[1.0];GO:0002091[1.0]	0	0	0	0	0	0	0	0	0	393	Homo sapiens	Myotubularin-related protein 2	Q13614	4.1e-59
NODE_134_length_391_cov_1.311321_g129_i0	9940	GO:0016310;GO:0060161;GO:0050728;GO:0005515;GO:0004672;GO:2000331;GO:0050882;GO:0010821;GO:0015031;GO:1903364;GO:0099003;GO:0016301;GO:0006468;GO:1905166;GO:0016032;GO:1902823;GO:0010628;GO:0099074;GO:0090263;GO:0006886;GO:1990126;GO:0033365;GO:0006624;GO:0016055;GO:0031748;GO:0008150;GO:1902950;GO:0043653;GO:1901215;GO:0005524;GO:1903828;GO:0008565;GO:0010629;GO:0003674;GO:0007416;GO:0098887;GO:0031648;GO:0007040;GO:0016241;GO:0090141;GO:0032268;GO:0042147;GO:0090326;GO:0032463;GO:1905606;GO:0099639;GO:0061357;GO:0031647;GO:0060548;GO:1903181;GO:0045056	9940:1,9595:1,9986:1,9606:1,9483:1,9913:1,9669:1,9685:1,10181:1,72004:1,9796:1,9646:1,9823:1,13616:0.992,225400:0.992,9615:0.992,59463:0.992,30611:0.992,109478:0.992,61853:0.992,9785:0.992,13735:0.984,10141:0.984,9601:0.992,10090:0.992,10116:0.992	GO:0016310[1.0];GO:0060161[1.0];GO:0050728[1.0];GO:0005515[1.0];GO:0004672[1.0];GO:2000331[1.0];GO:0050882[1.0];GO:0010821[1.0];GO:0015031[1.0];GO:1903364[1.0];GO:0099003[1.0];GO:0016301[1.0];GO:0006468[1.0];GO:1905166[1.0];GO:0016032[1.0];GO:1902823[1.0];GO:0010628[1.0];GO:0099074[1.0];GO:0090263[1.0];GO:0006886[1.0];GO:1990126[1.0];GO:0033365[1.0];GO:0006624[1.0];GO:0016055[1.0];GO:0031748[1.0];GO:0008150[1.0];GO:1902950[1.0];GO:0043653[1.0];GO:1901215[1.0];GO:0005524[1.0];GO:1903828[1.0];GO:0008565[1.0];GO:0010629[1.0];GO:0003674[1.0];GO:0007416[1.0];GO:0098887[1.0];GO:0031648[1.0];GO:0007040[1.0];GO:0016241[1.0];GO:0090141[1.0];GO:0032268[1.0];GO:0042147[1.0];GO:0090326[1.0];GO:0032463[1.0];GO:1905606[1.0];GO:0099639[1.0];GO:0061357[1.0];GO:0031647[1.0];GO:0060548[1.0];GO:1903181[1.0];GO:0045056[1.0]	0	0	0	0	0	0	0	0	0	391	Ovis aries	Vacuolar protein sorting-associated protein 35	Q2HJG5	3.2e-64
NODE_135_length_390_cov_2.236593_g130_i0	1196322	GO:0004553;GO:0005975	1196322:0.344	GO:0004553[1.0];GO:0005975[1.0]	0	0	0	0	0	0	0	0	0	390	Clostridium sp. Maddingley MBC34-26	Uncharacterized protein	K6TQW9	6.4e-04
NODE_136_length_389_cov_1.303797_g131_i0	9606	GO:0009055;GO:0006091;GO:0008121;GO:0055114;GO:0022900	9606:1	GO:0009055[1.0];GO:0006091[1.0];GO:0008121[1.0];GO:0055114[1.0];GO:0022900[1.0]	0	0	0	0	0	0	0	0	0	389	Homo sapiens	Cytochrome b-c1 complex subunit 10	O14957	4.8e-28
NODE_137_length_389_cov_1.291139_g132_i0	9595	GO:0030449;GO:0007596;GO:0010951;GO:0030193;GO:0002576;GO:0045916;GO:0005515;GO:0045087;GO:0007599;GO:0042730;GO:0010466;GO:0030414;GO:0008015;GO:0006958;GO:0007597;GO:0002376;GO:0004867;GO:0007568;GO:0001869	9595:0.992,9606:0.992,9598:0.992,61853:0.984,9601:0.984	GO:0030449[1.0];GO:0007596[1.0];GO:0010951[1.0];GO:0030193[1.0];GO:0002576[1.0];GO:0045916[1.0];GO:0005515[1.0];GO:0045087[1.0];GO:0007599[1.0];GO:0042730[1.0];GO:0010466[1.0];GO:0030414[1.0];GO:0008015[1.0];GO:0006958[1.0];GO:0007597[1.0];GO:0002376[1.0];GO:0004867[1.0];GO:0007568[1.0];GO:0001869[1.0]	0	0	0	0	0	0	0	0	0	389	Gorilla gorilla gorilla	Plasma protease C1 inhibitor	P05155	1.9e-64
